costat,curcdq,datafmt,indfmt,consol,sic,datadate,gvkey,tic,dlcq,dlttq
A,USD,STD,BANK,C,6020,2008-06-30,109599,HTBK,133.0000,23.7020
I,USD,STD,BANK,C,6020,2008-06-30,109621,LBAI,87.8790,298.3390
I,USD,STD,BANK,C,6020,2008-06-30,109683,FNFG,554.3340,809.0450
I,USD,STD,BANK,C,6020,2008-06-30,109699,BNCN,71.1360,120.7130
I,USD,STD,BANK,C,6020,2008-06-30,110164,SOCB,17.7830,82.8100
I,USD,STD,BANK,C,6020,2008-06-30,110250,SMMF,147.9000,419.7750
A,USD,STD,BANK,C,6020,2008-06-30,111179,HWBK,46.6180,183.9440
I,USD,STD,BANK,C,6020,2008-06-30,111459,FNHM,0.0000,9.2420
A,USD,STD,BANK,C,6020,2008-06-30,111537,UNB,0.0000,27.8550
A,USD,STD,BANK,C,6020,2008-06-30,111640,CBKM,12.8920,9.6010
A,USD,STD,BANK,C,6020,2008-06-30,111721,EGBN,77.7100,50.0000
I,USD,STD,BANK,C,6020,2008-06-30,111779,COBZ,611.5450,72.1660
A,USD,STD,BANK,C,6020,2008-06-30,111819,ORRF,65.3270,88.0380
A,USD,STD,BANK,C,6020,2008-06-30,111940,FNLC,317.0550,0.0000
I,USD,STD,BANK,C,6020,2008-06-30,111976,WBCO,34.0000,55.7740
I,USD,STD,BANK,C,6020,2008-06-30,112007,GRNB.1,91.6410,318.6720
I,USD,STD,BANK,C,6020,2008-06-30,112101,SOMH,0.0000,11.0000
I,USD,STD,BANK,C,6020,2008-06-30,112112,BOCH,14.3430,110.4650
A,USD,STD,BANK,C,6020,2008-06-30,112254,PFBX,205.3560,7.0180
A,USD,STD,BANK,C,6020,2008-06-30,112295,FCCO,23.3470,113.1440
I,USD,STD,BANK,C,6020,2008-06-30,112362,BCSB,10.0000,17.0110
I,USD,STD,BANK,C,6020,2008-06-30,112533,APAB,11.8030,63.3360
A,USD,STD,BANK,C,6020,2008-06-30,112542,HBIA,105.5640,265.3480
I,USD,STD,BANK,C,6020,2008-06-30,112618,SBP.1,49.7790,1977.3970
I,USD,STD,BANK,C,6020,2008-06-30,112626,CFNL,124.8760,300.6190
A,USD,STD,BANK,C,6020,2008-06-30,112721,RBCAA,330.7300,791.0770
I,USD,STD,BANK,C,6020,2008-06-30,113093,SAL,0.0000,99.2460
I,USD,STD,BANK,C,6020,2008-06-30,113978,FNCB,0.0000,271.2140
I,USD,STD,BANK,C,6020,2008-06-30,114037,3UBMI,0.0000,51.4620
I,USD,STD,BANK,C,6020,2008-06-30,114880,MFNC,0.0000,36.2800
I,USD,STD,BANK,C,6020,2008-06-30,114956,XBKS,0.0000,94.3040
I,USD,STD,BANK,C,6020,2008-06-30,115078,3SERC,17.3550,107.8590
I,USD,STD,BANK,C,6020,2008-06-30,115082,GECR,,0.0000
I,USD,STD,BANK,C,6020,2008-06-30,115555,BFNBQ,69.1280,10.3100
I,USD,STD,BANK,C,6020,2008-06-30,115566,UCBHQ,1082.0880,1800.4930
A,USD,STD,BANK,C,6020,2008-06-30,115876,PB,111.2250,122.3540
I,USD,STD,BANK,C,6020,2008-06-30,116531,CJBK,53.0960,5.1550
I,USD,STD,BANK,C,6020,2008-06-30,116586,SUPR,7.2180,468.9010
I,USD,STD,BANK,C,6020,2008-06-30,116791,MCBI.1,1.0980,191.5830
I,USD,STD,BANK,C,6020,2008-06-30,116894,CSHB,4.1580,14.7000
I,USD,STD,BANK,C,6020,2008-06-30,116947,3OKFC,55.9720,64.6970
A,USD,STD,BANK,C,6020,2008-06-30,117018,CFBK,33.7750,18.1550
A,USD,STD,BANK,C,6020,2008-06-30,117034,FCAP,14.0590,51.1190
A,USD,STD,BANK,C,6020,2008-06-30,117141,EFSC,275.9290,56.8070
I,USD,STD,BANK,C,6020,2008-06-30,117161,STL,635.5960,0.0000
I,USD,STD,BANK,C,6020,2008-06-30,117868,TOFC,4.0000,37.7270
I,USD,STD,BANK,C,6020,2008-06-30,117901,CZFC,2.0830,20.9490
A,USD,STD,BANK,C,6020,2008-06-30,118042,EWBC,91.9610,2787.4920
I,USD,STD,BANK,C,6020,2008-06-30,118046,FCVA,13.1730,57.1550
I,USD,STD,BANK,C,6020,2008-06-30,118525,EBTC,84.0730,10.8250
A,USD,STD,BANK,C,6020,2008-06-30,119014,ALBY,,
I,USD,STD,BANK,C,6020,2008-06-30,119295,GBTS,63.5010,273.7610
A,USD,STD,BANK,C,6020,2008-06-30,119436,FBPI,0.0000,95.6550
I,USD,STD,BANK,C,6020,2008-06-30,119813,ACBA.1,20.1490,37.9910
A,USD,STD,BANK,C,6020,2008-06-30,120038,CZBS,0.0000,0.6110
I,USD,STD,BANK,C,6020,2008-06-30,120193,BERK,55.9320,72.8230
A,USD,STD,BANK,C,6020,2008-06-30,120318,TOWN,69.8300,363.2560
I,USD,STD,BANK,C,6020,2008-06-30,121199,CADE.2,356.1390,30.9280
I,USD,STD,BANK,C,6020,2008-06-30,121381,PMBC,109.7180,152.5270
I,USD,STD,BANK,C,6020,2008-06-30,121562,TFINQ,21.7020,134.8120
A,USD,STD,BANK,C,6020,2008-06-30,121713,FISI,51.9770,37.4880
I,USD,STD,BANK,C,6020,2008-06-30,121816,PVTB,369.5700,244.7930
I,USD,STD,BANK,C,6020,2008-06-30,121974,BCAR.1,10.2030,46.1550
I,USD,STD,BANK,C,6020,2008-06-30,122494,CAPEQ,30.0000,27.3100
I,USD,STD,BANK,C,6020,2008-06-30,122515,YDKN,30.8940,138.2480
I,USD,STD,BANK,C,6020,2008-06-30,123495,ATBC,19.1800,5.3930
I,USD,STD,BANK,C,6020,2008-06-30,123720,JAXB,29.9000,34.5500
A,USD,STD,BANK,C,6020,2008-06-30,125234,CIZN,0.0000,94.4000
A,USD,STD,BANK,C,6020,2008-06-30,125580,SFST,0.0000,171.1030
I,USD,STD,BANK,C,6020,2008-06-30,127797,MFSF,0.0000,199.4540
I,USD,STD,BANK,C,6020,2008-06-30,132988,WBNK,41.2300,37.7480
A,USD,STD,BANK,C,6020,2008-06-30,133764,EBMT,3.0000,70.3770
I,USD,STD,BANK,C,6020,2008-06-30,135425,TRCB,24.8990,7.5000
I,USD,STD,BANK,C,6020,2008-06-30,135784,FNSCQ,7.9640,92.3620
A,USD,STD,BANK,C,6020,2008-06-30,136265,BANC,238.9310,492.4760
I,USD,STD,BANK,C,6020,2008-06-30,136825,BAYN,21.8110,8.0000
I,USD,STD,BANK,C,6020,2008-06-30,136864,MBCRQ,29.6570,139.3580
A,CAD,STD,BANK,C,6020,2008-06-30,137135,,1190.0000,6139.0000
I,USD,STD,BANK,C,6020,2008-06-30,137351,BHLB,0.0000,394.8400
A,USD,STD,BANK,C,6020,2008-06-30,137370,AMBK,10.5480,92.9570
A,USD,STD,BANK,C,6020,2008-06-30,137944,GGAL,0.0000,1398.3140
I,USD,STD,BANK,C,6020,2008-06-30,138489,TAMB,0.0000,191.5880
A,USD,STD,BANK,C,6020,2008-06-30,139025,PNFP,183.1880,269.7910
A,USD,STD,BANK,C,6020,2008-06-30,139705,MBCN,5.7120,31.6570
I,USD,STD,BANK,C,6020,2008-06-30,140043,CMFB,4.2830,0.0000
I,USD,STD,BANK,C,6020,2008-06-30,140565,SLCT,17.4410,12.3720
I,USD,STD,BANK,C,6020,2008-06-30,140938,VBFC,37.6470,8.7640
A,USD,STD,BANK,C,6020,2008-06-30,141667,PFLC,34.0300,26.2910
I,USD,STD,BANK,C,6020,2008-06-30,142088,CSFL,88.8480,12.5000
I,USD,STD,BANK,C,6020,2008-06-30,142336,FPBN,10.0000,50.1550
A,USD,STD,BANK,C,6020,2008-06-30,143153,SHBI,58.2630,8.4850
I,USD,STD,BANK,C,6020,2008-06-30,143910,BBNK,0.0000,17.5270
A,USD,STD,BANK,C,6020,2008-06-30,144122,MVBF,19.4690,20.6670
A,USD,STD,BANK,C,6020,2008-06-30,144535,HDB,,1552.1780
I,USD,STD,BANK,C,6020,2008-06-30,144567,SSE.1,0.0800,1.1840
A,USD,STD,BANK,C,6020,2008-06-30,145191,GABA,,
I,USD,STD,BANK,C,6020,2008-06-30,146354,ABVA,85.9460,10.3100
A,USD,STD,BANK,C,6020,2008-06-30,147220,MBVA,2.0260,71.9000
A,USD,STD,BANK,C,6020,2008-06-30,147312,BCBP,0.0000,114.1240
I,USD,STD,BANK,C,6020,2008-06-30,147948,CFHZ,62.3200,20.0000
A,USD,STD,BANK,C,6020,2008-06-30,148669,CNND,56.7070,51.5470
I,USD,STD,BANK,C,6020,2008-06-30,149618,BANC.3,0.0000,174.0000
A,USD,STD,BANK,C,6020,2008-06-30,150306,TCBI,621.1270,113.4060
I,USD,STD,BANK,C,6020,2008-06-30,151078,BOFLQ,185.2820,16.0000
A,USD,STD,BANK,C,6020,2008-06-30,151544,PKBK,40.6050,13.4030
I,USD,STD,BANK,C,6020,2008-06-30,151606,OLCB,3.3010,16.4820
I,USD,STD,BANK,C,6020,2008-06-30,152049,FBMS,39.6550,10.3100
I,USD,STD,BANK,C,6020,2008-06-30,152931,SAMB,60.6290,24.5290
A,USD,STD,BANK,C,6020,2008-06-30,153895,OPHC,0.0000,116.3530
I,USD,STD,BANK,C,6020,2008-06-30,154595,MNRK,32.8000,31.7250
I,USD,STD,BANK,C,6020,2008-06-30,155584,LBBB.1,,7.5000
A,USD,STD,BANK,C,6020,2008-06-30,156653,0450B,402.8900,574.5340
I,USD,STD,BANK,C,6020,2008-06-30,156998,CTBC,2.5070,30.4500
A,USD,STD,BANK,C,6020,2008-06-30,158313,BKOR,0.0000,30.2480
A,USD,STD,BANK,C,6020,2008-06-30,158587,TBBK,152.0050,33.4010
I,USD,STD,BANK,C,6020,2008-06-30,158776,FBFS,0.0000,48.2480
I,USD,STD,BANK,C,6020,2008-06-30,160502,EUBK,556.0730,21.0450
I,USD,STD,BANK,C,6020,2008-06-30,160776,SBNY,710.7710,255.0000
I,USD,STD,BANK,C,6020,2008-06-30,160853,SUFB,41.2320,0.0000
I,USD,STD,BANK,C,6020,2008-06-30,160891,ANCX,72.7540,67.0910
I,USD,STD,BANK,C,6020,2008-06-30,161927,TBHS,103.0000,27.6190
A,USD,STD,BANK,C,6020,2008-06-30,161942,BFIN,70.6330,0.0000
I,USD,STD,BANK,C,6020,2008-06-30,161970,RCBK,,
I,USD,STD,BANK,C,6020,2008-06-30,161989,CBONQ,105.4120,72.1660
A,USD,STD,BANK,C,6020,2008-06-30,162078,FSTF,2.2560,53.0000
I,USD,STD,BANK,C,6020,2008-06-30,162222,BVA,0.0000,18.5050
I,USD,STD,BANK,C,6020,2008-06-30,162349,TDBK,30.0000,39.4340
I,USD,STD,BANK,C,6020,2008-06-30,162489,GBNK,168.5590,41.2390
I,USD,STD,BANK,C,6020,2008-06-30,162555,CART.2,,
I,USD,STD,BANK,C,6020,2008-06-30,162867,3FBOD,0.0000,0.0000
I,USD,STD,BANK,C,6020,2008-06-30,163117,FPBI,0.0000,0.1000
A,USD,STD,BANK,C,6020,2008-06-30,163667,OTTW,0.0000,0.0000
A,USD,STD,BANK,C,6020,2008-06-30,163920,WAL,852.1900,164.6810
I,USD,STD,BANK,C,6020,2008-06-30,163926,COBK,20.6750,28.3960
I,USD,STD,BANK,C,6020,2008-06-30,164364,ISBC,1563.5830,0.0000
I,USD,STD,BANK,C,6020,2008-06-30,164368,FSGI,,92.7850
A,USD,STD,BANK,C,6020,2008-06-30,164555,NXTYQ,174.2870,182.6810
A,USD,STD,BANK,C,6020,2008-06-30,164633,HOMB,125.3500,286.1710
A,USD,STD,BANK,C,6020,2008-06-30,164647,PEBC,8.4810,46.1810
A,USD,STD,BANK,C,6020,2008-06-30,165284,FBIZ,26.7700,57.5110
A,USD,STD,BANK,C,6020,2008-06-30,165630,SSBI,41.0450,23.0000
I,USD,STD,BANK,C,6020,2008-06-30,165723,TNCC,17.8000,23.1980
I,USD,STD,BANK,C,6020,2008-06-30,165732,CAPB,34.3790,45.2850
I,USD,STD,BANK,C,6020,2008-06-30,174301,LMST,10.7530,170.0980
I,USD,STD,BANK,C,6020,2008-06-30,174313,LTXB,31.6700,182.6410
I,USD,STD,BANK,C,6020,2008-06-30,175380,CNLA,,
A,USD,STD,BANK,C,6020,2008-06-30,175607,FRST,17.5040,30.0000
I,USD,STD,BANK,C,6020,2008-06-30,175879,CNBV,0.5610,0.0000
A,USD,STD,BANK,C,6020,2008-06-30,175979,WSFGQ,0.0000,8.2480
I,USD,STD,BANK,C,6020,2008-06-30,176065,GFLB,186.9060,297.5000
I,USD,STD,BANK,C,6020,2008-06-30,176108,3HFBN,1.5720,6.0000
I,USD,STD,BANK,C,6020,2008-06-30,176375,PSTB,,
I,USD,STD,BANK,C,6020,2008-06-30,177944,EBTX,212.2570,20.6190
I,USD,STD,BANK,C,6020,2008-06-30,178404,VNBK,143.9110,71.1540
I,USD,STD,BANK,C,6020,2008-06-30,178545,FFNW,0.0000,110.0000
I,USD,STD,BANK,C,6020,2008-06-30,179003,FABK,4.7730,78.6140
I,USD,STD,BANK,C,6020,2008-06-30,179079,GFGFQ,4837.0000,1106.0000
I,USD,STD,BANK,C,6020,2008-06-30,179361,CBNJ,0.0000,225.1520
I,USD,STD,BANK,C,6020,2008-06-30,179586,FUBC,23.4380,51.1350
I,USD,STD,BANK,C,6020,2008-06-30,180109,MLVF,11.0000,80.8820
I,USD,STD,BANK,C,6020,2008-06-30,180169,BKJ,0.0000,0.0000
A,USD,STD,BANK,C,6020,2008-06-30,180958,FSFG,0.0000,8.0000
I,USD,STD,BANK,C,6020,2008-06-30,181975,HNB,,
I,USD,STD,BANK,C,6020,2008-06-30,183494,3284B,,
I,USD,STD,BANK,C,6020,2008-06-30,184117,AFCB,,
A,USD,STD,BANK,C,6020,2008-06-30,184167,FIBK,,
I,USD,STD,BANK,C,6020,2008-06-30,185668,CIRB,,
A,USD,STD,BANK,C,6020,2008-06-30,211732,BMA,0.0000,649.4770
A,USD,STD,BANK,C,6020,2008-06-30,223148,IBN,,
A,USD,STD,BANK,C,6020,2008-06-30,241366,BCH,3187.3820,3322.8820
A,USD,STD,BANK,C,6020,2008-06-30,248136,MFG,130643.1200,183470.3590
A,USD,STD,BANK,C,6020,2008-06-30,252819,WF,34926.4890,37049.6900
A,USD,STD,BANK,C,6020,2008-06-30,252940,MUFG,97214.4490,93956.7960
A,USD,STD,BANK,C,6020,2008-06-30,258664,ITCLY,942.7570,1358.1940
I,USD,STD,BANK,C,6020,2008-06-30,260758,ASFN,0.0000,46.8100
I,USD,STD,BANK,C,6020,2008-06-30,264418,FCTY,17.5000,6.5000
A,USD,STD,BANK,C,6020,2008-06-30,266160,CZWI,0.0000,112.4950
A,USD,STD,BANK,C,6020,2008-06-30,285313,BSBR,,
A,CAD,STD,BANK,C,6020,2008-07-31,015580,BMO,45563.0000,5604.0000
A,CAD,STD,BANK,C,6020,2008-07-31,015581,CM,34531.0000,7121.0000
A,CAD,STD,BANK,C,6020,2008-07-31,015582,BNS,40881.0000,4038.0000
A,CAD,STD,BANK,C,6020,2008-07-31,015620,NTIOF,25719.0000,2182.0000
A,CAD,STD,BANK,C,6020,2008-07-31,015633,RY,69511.0000,9625.0000
A,CAD,STD,BANK,C,6020,2008-07-31,015706,TD,39551.0000,13478.0000
I,USD,STD,BANK,C,6020,2008-07-31,016926,MFLR,0.0000,17.6530
A,USD,STD,BANK,C,6020,2008-09-30,002002,BPOP,507.0110,7972.5260
A,USD,STD,BANK,C,6020,2008-09-30,002005,BOH,1309.7520,204.6160
A,USD,STD,BANK,C,6020,2008-09-30,002019,BK,17375.0000,18457.0000
A,USD,STD,BANK,C,6020,2008-09-30,002620,0176A,3420.3770,10560.1920
A,USD,STD,BANK,C,6020,2008-09-30,002968,JPM,446382.0000,255432.0000
I,USD,STD,BANK,C,6020,2008-09-30,003071,CRBC,123.0620,2347.6440
I,USD,STD,BANK,C,6020,2008-09-30,003082,CYN.1,1903.0320,389.0900
A,USD,STD,BANK,C,6020,2008-09-30,003231,CMA,3625.0000,15376.0000
A,USD,STD,BANK,C,6020,2008-09-30,003238,CBSH,1559.9750,1250.5100
A,USD,STD,BANK,C,6020,2008-09-30,003643,CFR,1286.4490,392.6650
A,USD,STD,BANK,C,6020,2008-09-30,004640,FITB,11312.0000,12947.0000
A,USD,STD,BANK,C,6020,2008-09-30,004674,RF,17541.5580,14168.5240
I,USD,STD,BANK,C,6020,2008-09-30,004678,FMER,1244.2000,898.7200
A,USD,STD,BANK,C,6020,2008-09-30,004685,TRMK,961.8550,119.8370
A,USD,STD,BANK,C,6020,2008-09-30,004690,FCNCA,1014.3880,649.2140
A,USD,STD,BANK,C,6020,2008-09-30,004699,MTB,2929.2420,12481.9670
A,USD,STD,BANK,C,6020,2008-09-30,004723,USB,37423.0000,40110.0000
A,USD,STD,BANK,C,6020,2008-09-30,004737,FHN,8039.7540,5295.5880
I,USD,STD,BANK,C,6020,2008-09-30,004739,WB.3,67867.0000,183350.0000
A,USD,STD,BANK,C,6020,2008-09-30,005786,HBAN,1974.3680,7844.7310
I,USD,STD,BANK,C,6020,2008-09-30,007067,MI.1,7820.4190,8161.4660
A,USD,STD,BANK,C,6020,2008-09-30,007647,BAC,371541.0000,257710.0000
I,USD,STD,BANK,C,6020,2008-09-30,007711,NCC,4410.0000,24364.0000
A,USD,STD,BANK,C,6020,2008-09-30,007982,NTRS,2512.7000,4853.7000
A,USD,STD,BANK,C,6020,2008-09-30,008007,WFC,85187.0000,107350.0000
A,USD,STD,BANK,C,6020,2008-09-30,008245,PNC,7448.0000,24691.0000
A,USD,STD,BANK,C,6020,2008-09-30,009061,HBC2,8784.0000,21458.0000
A,USD,STD,BANK,C,6020,2008-09-30,009783,KEY,7151.0000,15597.0000
I,USD,STD,BANK,C,6020,2008-09-30,010063,STL.2,279.5120,175.7740
A,USD,STD,BANK,C,6020,2008-09-30,010137,SMFG,16874.1180,78224.8820
I,USD,STD,BANK,C,6020,2008-09-30,010187,STI.1,9207.0210,23857.8280
A,USD,STD,BANK,C,6020,2008-09-30,010916,UMBF,1204.6590,36.8070
I,USD,STD,BANK,C,6020,2008-09-30,011482,WTNY,1465.8570,156.9070
I,USD,STD,BANK,C,6020,2008-09-30,011513,WL,1772.9000,468.3000
A,USD,STD,BANK,C,6020,2008-09-30,011687,ZION,6409.3030,2727.9770
A,USD,STD,BANK,C,6020,2008-09-30,011842,ASB,4606.0660,1061.6710
A,USD,STD,BANK,C,6020,2008-09-30,011856,TFC,10075.0000,21337.0000
A,USD,STD,BANK,C,6020,2008-09-30,011861,VLY,798.6690,3168.7460
I,USD,STD,BANK,C,6020,2008-09-30,011896,FMBI,928.9660,858.1790
A,USD,STD,BANK,C,6020,2008-09-30,012673,BCS,,
A,USD,STD,BANK,C,6020,2008-09-30,013041,SNV,674.5010,2120.5460
A,USD,STD,BANK,C,6020,2008-09-30,014140,SAN,0.0000,383086.2780
A,USD,STD,BANK,C,6020,2008-09-30,014172,FULT,2589.9660,1819.8890
I,USD,STD,BANK,C,6020,2008-09-30,014201,CBCGQ,758.6580,4038.6750
A,USD,STD,BANK,C,6020,2008-09-30,014219,CADE,1704.0880,449.1730
A,USD,STD,BANK,C,6020,2008-09-30,014253,WABC,487.9730,26.6650
I,USD,STD,BANK,C,6020,2008-09-30,014275,FRCB,,
A,USD,STD,BANK,C,6020,2008-09-30,014802,NABZY,1806.8540,110940.5440
A,USD,STD,BANK,C,6020,2008-09-30,015181,BBVA,0.0000,143769.8260
I,USD,STD,BANK,C,6020,2008-09-30,015197,CHFC,224.6840,90.0250
A,USD,STD,BANK,C,6020,2008-09-30,015199,SRCE,434.6640,124.5530
A,USD,STD,BANK,C,6020,2008-09-30,015362,WEBNF,57176.7460,38722.4860
I,USD,STD,BANK,C,6020,2008-09-30,015363,TCF,603.2330,4630.7760
A,USD,STD,BANK,C,6020,2008-09-30,015505,AIBGY,,
A,USD,STD,BANK,C,6020,2008-09-30,015509,HSBC,,
A,USD,STD,BANK,C,6020,2008-09-30,015532,BNPQY,,
A,USD,STD,BANK,C,6020,2008-09-30,015552,DNKEY,140501.5300,194872.9180
A,USD,STD,BANK,C,6020,2008-09-30,015576,DB,278333.4940,203863.3100
A,USD,STD,BANK,C,6020,2008-09-30,015634,NWG,,
A,USD,STD,BANK,C,6020,2008-09-30,015679,UOVEY,1425.5810,4322.0990
A,USD,STD,BANK,C,6020,2008-09-30,015743,DBSDY,579.1640,6961.1330
A,USD,STD,BANK,C,6020,2008-09-30,015784,SCGLY,,
A,USD,STD,BANK,C,6020,2008-09-30,015889,ANZGY,30534.7330,59604.0640
A,USD,STD,BANK,C,6020,2008-09-30,015929,LYG,,
I,USD,STD,BANK,C,6020,2008-09-30,016245,PBCT,117.6000,214.5000
A,USD,STD,BANK,C,6020,2008-09-30,016305,AGRPY,,
I,USD,STD,BANK,C,6020,2008-09-30,016643,AMFIQ,545.5510,316.8090
A,USD,STD,BANK,C,6020,2008-09-30,016668,AROW,71.0640,180.0000
I,USD,STD,BANK,C,6020,2008-09-30,016679,GRAN.1,53.1720,16.5830
A,USD,STD,BANK,C,6020,2008-09-30,016689,NBN,66.1220,138.2710
I,USD,STD,BANK,C,6020,2008-09-30,016698,BMTC,0.0000,162.4140
A,USD,STD,BANK,C,6020,2008-09-30,016705,CPF,278.2050,881.5340
I,USD,STD,BANK,C,6020,2008-09-30,016748,CNBKA,84.3050,279.6600
A,USD,STD,BANK,C,6020,2008-09-30,016777,FBNC,,387.3900
A,USD,STD,BANK,C,6020,2008-09-30,016781,CHCO,143.7360,18.0650
I,USD,STD,BANK,C,6020,2008-09-30,016785,CEBK,0.1600,155.9790
A,USD,STD,BANK,C,6020,2008-09-30,016790,CBU,901.6590,101.9690
A,USD,STD,BANK,C,6020,2008-09-30,016821,FBP,1083.4360,3788.1150
A,USD,STD,BANK,C,6020,2008-09-30,016829,PCLB,0.0000,11.0930
A,USD,STD,BANK,C,6020,2008-09-30,016832,GBCI,1416.7760,118.5590
I,USD,STD,BANK,C,6020,2008-09-30,016836,FFCH,421.8130,471.3920
A,USD,STD,BANK,C,6020,2008-09-30,016845,FRME,157.8270,413.4810
I,USD,STD,BANK,C,6020,2008-09-30,016885,HRZB,174.9750,0.0000
A,USD,STD,BANK,C,6020,2008-09-30,016889,INDB,168.5200,428.6490
A,USD,STD,BANK,C,6020,2008-09-30,016890,IBCP,0.0000,704.5340
I,USD,STD,BANK,C,6020,2008-09-30,016910,NBBC,,288.8240
I,USD,STD,BANK,C,6020,2008-09-30,016929,MBVT,89.2980,192.3770
I,USD,STD,BANK,C,6020,2008-09-30,016956,HNBC,95.2060,451.7470
A,USD,STD,BANK,C,6020,2008-09-30,016981,OFG,51.0260,4078.5620
A,USD,STD,BANK,C,6020,2008-09-30,016989,PEBK,32.2310,99.2190
I,USD,STD,BANK,C,6020,2008-09-30,017030,PBKS,509.3930,714.3890
I,USD,STD,BANK,C,6020,2008-09-30,017069,FCAL.1,7.0000,214.2080
I,USD,STD,BANK,C,6020,2008-09-30,017070,NPBC,859.4150,1114.0200
A,USD,STD,BANK,C,6020,2008-09-30,017095,ONB,541.6480,837.3150
A,USD,STD,BANK,C,6020,2008-09-30,017106,PEBO,140.4610,316.0520
I,USD,STD,BANK,C,6020,2008-09-30,017120,MNSH,425.0000,981.9460
A,USD,STD,BANK,C,6020,2008-09-30,017130,STD2,1516.0000,23697.7720
I,USD,STD,BANK,C,6020,2008-09-30,017136,SCNB,177.6200,0.0000
A,USD,STD,BANK,C,6020,2008-09-30,017145,WAFD,601.0940,2598.3080
A,USD,STD,BANK,C,6020,2008-09-30,017150,WBS,1688.7280,2012.9350
A,USD,STD,BANK,C,6020,2008-09-30,017151,WSBC,271.0840,724.2310
I,USD,STD,BANK,C,6020,2008-09-30,017157,WHCI,4323.1700,77.0730
I,USD,STD,BANK,C,6020,2008-09-30,017160,CORSQ,0.0000,405.1390
I,USD,STD,BANK,C,6020,2008-09-30,017168,RBPAA,0.0000,294.3040
A,USD,STD,BANK,C,6020,2008-09-30,017173,ACNB,36.9910,132.0270
A,USD,STD,BANK,C,6020,2008-09-30,017184,SBCF,71.3250,118.6140
A,USD,STD,BANK,C,6020,2008-09-30,017195,FFBC,313.4950,173.1880
I,USD,STD,BANK,C,6020,2008-09-30,017208,AANB,34.9880,18.1550
I,USD,STD,BANK,C,6020,2008-09-30,017233,SUSQ,738.5160,1777.9240
A,USD,STD,BANK,C,6020,2008-09-30,017240,TMP,190.2990,185.0670
A,USD,STD,BANK,C,6020,2008-09-30,017248,UBSI,674.2270,1072.8700
A,USD,STD,BANK,C,6020,2008-09-30,017269,ASRV,97.0300,22.9520
I,USD,STD,BANK,C,6020,2008-09-30,017318,WAIN,224.7360,4.1400
I,USD,STD,BANK,C,6020,2008-09-30,017367,AMNB,44.9510,60.3640
I,USD,STD,BANK,C,6020,2008-09-30,017388,BYLK,44.2760,101.1950
I,USD,STD,BANK,C,6020,2008-09-30,017438,BDGE,15.0000,0.0000
I,USD,STD,BANK,C,6020,2008-09-30,017461,BRBW,0.1570,0.0000
A,USD,STD,BANK,C,6020,2008-09-30,017534,CCNE,0.7070,128.1200
I,USD,STD,BANK,C,6020,2008-09-30,017640,TSFG,1188.9290,773.1090
A,USD,STD,BANK,C,6020,2008-09-30,017641,BKSC,0.9230,0.0000
I,USD,STD,BANK,C,6020,2008-09-30,017694,CRRB.1,12.1670,81.4000
I,USD,STD,BANK,C,6020,2008-09-30,017715,CVLY,12.4000,29.7910
A,USD,STD,BANK,C,6020,2008-09-30,017724,CNOB,52.5570,228.4890
I,USD,STD,BANK,C,6020,2008-09-30,017762,CBCRQ,432.5360,167.3420
I,USD,STD,BANK,C,6020,2008-09-30,017780,WCBO,125.0000,157.0590
A,USD,STD,BANK,C,6020,2008-09-30,017795,CNAF,60.0000,0.0000
A,USD,STD,BANK,C,6020,2008-09-30,017877,CHMG,21.1000,84.8550
I,USD,STD,BANK,C,6020,2008-09-30,017908,ALNC,242.9610,25.7740
I,USD,STD,BANK,C,6020,2008-09-30,017919,CWBS,73.5230,75.9150
A,USD,STD,BANK,C,6020,2008-09-30,018008,ENBP,4.1250,92.0000
A,USD,STD,BANK,C,6020,2008-09-30,018037,CZNC,52.6500,249.3950
A,USD,STD,BANK,C,6020,2008-09-30,018040,FRBKQ,100.6820,47.4760
A,USD,STD,BANK,C,6020,2008-09-30,018049,FNB,563.3820,702.2050
I,USD,STD,BANK,C,6020,2008-09-30,018110,FFKT,83.2470,335.7910
A,USD,STD,BANK,C,6020,2008-09-30,018241,FCF,875.4240,492.0380
A,USD,STD,BANK,C,6020,2008-09-30,018276,THFF,51.2610,410.1670
A,USD,STD,BANK,C,6020,2008-09-30,018301,FKYS,47.6330,72.0840
I,USD,STD,BANK,C,6020,2008-09-30,018307,FLIC,219.4390,0.0000
A,USD,STD,BANK,C,6020,2008-09-30,018329,BUSE,299.3860,189.9100
I,USD,STD,BANK,C,6020,2008-09-30,018332,FCBN,325.1070,256.5940
A,USD,STD,BANK,C,6020,2008-09-30,018358,FUNC,104.9160,277.4150
I,USD,STD,BANK,C,6020,2008-09-30,018361,FCEC,0.0000,164.0500
A,USD,STD,BANK,C,6020,2008-09-30,018385,FRAF,94.1400,99.2830
A,USD,STD,BANK,C,6020,2008-09-30,018434,ALRS,,83.5640
I,USD,STD,BANK,C,6020,2008-09-30,018439,FRGBQ,0.0000,190.5170
A,USD,STD,BANK,C,6020,2008-09-30,018533,HBNC,328.4420,27.8370
A,USD,STD,BANK,C,6020,2008-09-30,018732,LKFN,257.2910,120.9710
I,USD,STD,BANK,C,6020,2008-09-30,018928,IRWNQ,0.0000,1706.7940
A,USD,STD,BANK,C,6020,2008-09-30,018946,MFBP,0.0000,22.9890
